"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ILMN_1766045",-0.143366654762248,8.36518434633249,-1.35236547135751,0.179242742997874,0.999332053946124,-4.48763048541385
"ILMN_2088825",-0.142518285395853,7.33490121492618,-1.3523532086621,0.179246651304382,0.999332053946124,-4.48763676865843
"ILMN_2180827",0.1651445996115,5.56187924924024,1.35154336322343,0.179504903657777,0.999332053946124,-4.48805160390155
"ILMN_3305938",-0.160106921076231,8.50939441532942,-1.35126925947041,0.179592376400622,0.999332053946124,-4.48819195772468
"ILMN_3310351",-0.139846182815974,8.94438715916697,-1.3461179656697,0.181242256611325,0.999332053946124,-4.49082466377598
"ILMN_1773650",-0.260843355667665,6.6215827832518,-1.3452230502068,0.181530044558713,0.999332053946124,-4.49128106684761
"ILMN_1756806",-0.179307605417121,7.26367473394234,-1.34455306215596,0.181745725230838,0.999332053946124,-4.49162257040122
"ILMN_2323172",-0.192731414600164,8.5727225074519,-1.34434296959315,0.181813397357235,0.999332053946124,-4.49172962485044
"ILMN_3263918",-0.157118000064726,6.66275116449731,-1.34432116051753,0.181820423283305,0.999332053946124,-4.49174073694556
"ILMN_1666976",0.143838291633227,7.76345114504913,1.34347291362544,0.182093849768556,0.999332053946124,-4.49217280116875
"ILMN_1797776",0.14785641696123,5.29120815935037,1.34311785781471,0.182208391376184,0.999332053946124,-4.49235357647366
"ILMN_1890614",-0.141407956290468,8.41278429871284,-1.34210216732416,0.182536354260048,0.999332053946124,-4.49287046234026
"ILMN_2149782",-0.148239660759113,5.38029228687153,-1.34131907456969,0.182789515211781,0.999332053946124,-4.49326872699255
"ILMN_3309164",-0.145712955797253,6.26542351849583,-1.34125737363304,0.182809473324034,0.999332053946124,-4.49330009747695
"ILMN_1720390",-0.155039402616732,5.14716412951362,-1.33723304075469,0.184114748003083,0.999332053946124,-4.49534323840693
"ILMN_1730611",-0.177535573862281,9.80220925400675,-1.334800879041,0.184906996554348,0.999332053946124,-4.49657522820244
"ILMN_2373062",0.136764112770521,7.23610835030009,1.33425084833547,0.185086517049746,0.999332053946124,-4.49685354763803
"ILMN_1781102",-0.159141361602696,5.89585822214494,-1.33302264023361,0.18548785511957,0.999332053946124,-4.49747463850442
"ILMN_1748601",0.141942856265106,5.51001171258379,1.33283216982696,0.185550153040047,0.999332053946124,-4.49757090882569
"ILMN_1775373",0.150386617637936,5.52255999895548,1.33254427223478,0.185644346660079,0.999332053946124,-4.49771639754291
"ILMN_2368597",0.140807351401836,5.54542098146391,1.32756621917739,0.187278731866156,0.999332053946124,-4.50022735443481
